21, 14.369 12.13 33 23.31 19.181 30.24 33.402 36.556 35.903 33.415 25.094 21.817 29.645 16.8 19.333 10.019 22.731 17.513 18.654 7.214 7.181 11.24 14.353 10.978 14.294 12.3 9.993 11.286 6.72 9.72 8.971 6.558 6.598 7.86 6.088 4.506 3.609 9.222 10.623 6.806 15.822 16.2 7.983 9.468 11.653 14.2 7.619 15.2 17.714 16.809 10.82 24.684 13.904 11.281 6.943 11.174 11.957 15.815 18.533 17.227 18.578 20.811 15.547 16.11 14.798 12.043 14.067 6.592 7.946 12.056 12.739 10.662 15.435 19.161 14.312 18.422 13.545 24.097 27.175 26.304 22.418 20.444 11.302 21.598 17.203 15.785 16.766 17.386 17.695 20.968 40.174 32.612 35.75 29.482 38.683 33.012 35.925 38.66 44.475 40.365 21.694 24.782 43.186 23.545 23.31 39.409 23.704 20.511 20.564 16.656 18.246 25.16 20.647 18.417 24.556 13.586 15.771 16.427 17.714 18.786 15.559 11.02 11.72 17.89 21.682 8.547 4.562 9.471 14.528 22.971 13.607 ;
22, 13.417 12.209 32.375 23.571 17.776 29.372 29.963 32.815 36.495 31.396 24.323 22.789 25.773 16.213 18.2 10 21.184 16.965 17.481 7.143 7.542 11.827 14.815 10.766 14.867 12.882 9.421 12.086 8.153 10.091 8.833 7.433 6.205 7.089 6.216 4.303 3.308 10.213 9.934 7.323 15.068 16.182 7.831 9.026 9.667 15.368 6.716 15.414 16 14.355 10.61 23.974 14.272 10.702 8.83 11.348 12.971 16 16.7 16.362 19.814 19.621 15.854 16.728 15.607 11.87 13.37 5.892 7.609 13.127 12.713 11.845 14.841 19.518 14.828 17.074 12.833 23.731 25.282 24.108 23.06 19.765 10.057 21.711 16.846 15.582 16.786 16.634 17.019 21.086 40.11 31.835 34.569 27.824 36.95 32.654 35.85 34.468 43.787 35.4 24.194 23.75 41.721 21.429 23.571 37.023 23.426 19.356 19.667 16.82 17.477 24.72 20.608 17.19 22.389 12.875 16.648 16.733 16.057 17.714 14.39 10.265 10.98 17.44 21.307 8.557 4.65 10.559 14.959 22.635 13.344 ;
23, 13.738 12.47 29.365 23.794 16.44 27.946 28.671 33.901 33.505 29.792 21.724 21.718 25.2 16.627 18.367 9.741 21.35 15.814 17.25 8.268 6.097 10.72 14.21 9.905 13.322 12.209 9.614 10.038 7.195 9.318 9.451 8.173 6.778 7.834 6.118 4.045 3.617 8.935 9.725 7.782 14.877 14.291 8.347 8.195 11.76 15.853 7.373 15.643 17.071 14.564 9.53 20.487 12.974 10.474 8.727 11.163 12.157 15.707 16.311 15.871 19.147 20.219 14.022 15.39 14.955 12.174 13.756 6.167 7.772 11.556 11.713 12.437 14.522 18.685 14.422 16.726 11.333 23.604 23.252 22.931 21.09 18.654 10.811 20.134 16.366 15.013 16.441 15.891 16.371 21.548 37.8 31.573 34.164 26.835 35.5 30.815 36.025 33.468 39.862 35.294 23.867 22.694 38.698 21.039 23.794 36.091 22.167 18.778 19.103 16.213 17.308 23.64 20.961 17.024 22.806 14.172 17.267 16.053 17.029 16.375 15.458 10.673 11.46 16.879 22.636 8.425 4.642 9.657 14.751 22.181 13.378 ;
24, 13.136 12.843 29.606 22.365 17.164 26.55 27.829 31.358 33.796 27.736 22.898 21.521 24.818 15.56 17.9 10.056 20.802 16.584 15.894 7.179 6.708 10.68 14.731 11.27 13.524 12.327 9.95 10.79 6.678 9.136 8.775 8.356 6.094 7 5.941 4.124 3.955 9.954 9.743 7.677 14.233 15.527 7.669 7.818 11.573 15.2 7.567 14.621 15.365 16.127 10.46 18.789 12.579 10 8.205 11.163 11.129 14.957 16.256 14.975 18.48 18.444 14.197 15.846 14.618 12.109 14.101 5.992 6.772 10.937 10.974 9.606 13.826 16.577 13.297 15.222 11.955 21.299 22.272 22.824 20.582 17.123 11.132 19.01 16.423 15.019 15.248 16.406 15.638 22.011 36.335 29.301 31.948 25.553 33.467 30.457 30.975 31.894 40.45 34.506 23.388 21.887 37.349 20.286 22.365 33.5 22.426 17.311 19.09 17.311 17.292 23.12 20.098 17.929 21.75 13.445 17.267 16.04 17.686 15.393 12.814 11.265 12.52 18.703 20.727 8.377 5 10.059 14.545 21.551 13.517 ;
25, 13.194 11.287 27.154 19.96 16.017 26.078 26.976 30.457 31.634 26.717 21.913 20.676 21.909 15.68 17.789 9.694 19.98 15.903 14.779 7.375 6.139 9.853 13.748 10.54 13.049 13.227 9.286 9.943 7.449 8.682 9.794 8.106 5.906 7.414 5.873 3.966 3.564 9.62 9.09 6.685 14.479 15.364 7.847 9.299 12.427 15.526 7.097 14.593 15.635 14.418 9.62 18.487 12.105 10.553 8.693 10.435 11.757 15.685 15.833 15.552 18.392 18.254 14.518 16.059 14.629 11.87 12.824 6.258 8.326 11.394 11.93 10.563 13.971 17.554 10.906 14.6 12.409 20.582 23.019 21.637 19.104 17.432 10.604 19.01 14.984 14.854 15.414 14.772 16.676 19.097 35.994 29.272 30.828 25.141 32.35 28.728 30.425 29.457 38.287 34.435 22.582 21.96 34.349 19.364 19.96 31.761 20.593 16 18.667 17.246 17.754 20.6 17.824 17.667 22 13.43 18.486 17.093 18.743 16.893 15.475 11.061 11.18 19.22 20.557 8.302 5.015 11.01 14.512 21.1 13.389 ;
26, 12.777 11.687 26.433 19.167 14.733 25.388 25.537 28.852 30.774 26.679 21.197 20.07 22.545 13.893 17.578 10.176 19.866 14.796 15.49 6.821 6.431 10.373 12.538 9.993 13.832 12.782 9.814 9.829 6.644 9 8.961 8.163 6.59 8.134 4.961 4.427 3.586 8.694 9.731 7.653 14.219 14 8.178 8.026 12.253 15.821 6.507 14.064 14.103 15.255 8.94 18.118 13.07 10.658 8.784 10.315 11.571 14.826 14.789 14.571 20.176 17.615 14.861 15.176 15.348 12.326 12.185 5.842 7.283 11.197 12.513 11.254 11.971 16.048 11.312 16.222 10.242 19.888 22.146 20.52 18.478 17.728 10.151 18.155 15.398 13.861 15.593 14.663 15.6 18.462 35.187 27.971 28.784 24.882 33.95 25.79 28 30.149 36.912 31.706 22.653 21.976 32.558 20.922 19.167 32.182 20.796 16.511 17.038 15.787 17.292 19.74 17.647 16.595 20.861 14.016 19.352 14.973 20.314 17.089 13.119 10.898 13.94 18.725 21.443 8.981 4.467 10.382 14.663 20.543 13.335 ;
27, 11.757 10.565 25.663 17.802 14.241 23.287 25.915 26.148 27.742 25.189 19.748 18.887 22.4 13.56 16.667 10.648 19.289 15.195 14.712 6.75 5.944 9.827 13.294 10.241 13.713 12.718 9.05 9.657 7.5 9.015 9.108 7.692 5.573 7.35 6.922 4.112 3.128 9.648 10.299 7.444 14.137 14.836 7.661 7.909 11.373 15.632 6.351 14.3 14.381 13.545 8.2 15.895 12.149 11.123 8.545 9.989 11.1 13.337 14.3 16.245 19.529 16.219 14.927 15.676 15.18 11.707 12.462 6.733 7.413 11.12 11.617 10.831 13.362 15.464 9.797 14.096 11.47 19.47 20.757 20.588 17.403 16.605 10.151 18.165 15.528 14.12 14.607 14.257 14.876 18.151 34.084 28.097 29.25 24.365 29.433 24.432 28.275 29.713 37.537 30.165 21.235 20.089 32.233 20.922 17.802 28.773 22.278 15.156 16.41 16.918 15.446 18.68 17.725 16.143 21.042 14.953 19.714 15.547 21.171 16.946 11.78 10 12.52 20.703 20.5 8.547 4.628 11.422 14.328 20.403 13.268 ;
28, 12 10.87 23.875 18.5 14.095 23.287 24.744 27.346 28.903 24.321 19.181 17.859 20.782 13.933 16.544 9.843 19.444 13.619 14.231 6.679 5.597 9.693 13.345 10.723 13.098 12.682 8.993 9.343 7.424 9.508 9.559 7.24 5.838 7.707 5.843 4.056 3.526 8.685 10.425 7.806 14.616 14.327 7.881 7.532 10.173 15.179 6.545 13.614 14.984 14.036 8.89 16.25 11.412 10.886 8.227 9.663 12.1 13.37 13.256 14.571 17.931 15.929 13.803 15.64 14.629 11.957 13.63 6.058 6.804 11.07 11.174 9.211 12.362 14.625 12.094 14.526 10.53 17.776 18.796 19.255 18.239 15.259 10.038 17.052 15.341 13.203 14.69 14.337 14.667 18.161 32.394 26.388 29.388 23.318 29.567 26.123 28.15 30.436 35.037 31.424 22.49 19.847 31.674 20.247 18.5 29.841 20.926 16.289 16.397 17.115 16.538 17.98 17.275 17.143 22.639 12.945 20.162 15.813 24.686 17.589 13.424 11.224 12.58 19.736 20.341 9.472 4.803 10.284 13.935 20.305 12.77 ;
29, 12.35 10.148 22.154 17.667 13.733 21.008 26.549 24.716 26.387 23.472 18.126 18.07 19.245 13.413 16.844 9.935 18.703 14.513 14.654 6.768 6.014 9.947 12.857 9.854 12.93 13.236 8.886 9.162 7.542 9.023 8.902 7.548 5.846 7.51 6.078 4.303 3.654 9.093 9.766 8.363 14.466 15.109 7.466 8.013 11.227 16.284 7.366 13.6 14.008 13.982 8.98 15.513 11.632 11.149 7.784 9.196 11.986 14.217 14.544 14.933 17.559 15.834 14.131 16.971 15.618 11.315 12.008 5.758 6.913 10.648 10.983 10.901 12.797 13.976 9.922 13.578 10.5 18.381 18.233 18.882 16.403 14.84 10.132 15.887 14.049 13.778 14.297 13.842 13.743 16.763 31.31 24.456 27.422 23.282 30.75 24.198 26.4 29.383 35.713 31.247 23.214 20.718 30.349 19.896 17.667 28.943 22.352 14.844 16.885 18.23 16.892 18.76 20.353 17.619 21.722 13.539 19.562 15.293 21 16.839 12.458 9.857 13.32 21.363 20.352 10.075 4.555 10.863 14.137 19.684 12.878 ;
30, 11.621 10.296 23.077 17.302 12.767 21.496 25.768 26.519 25.968 24.887 17.543 15.352 20.6 15.227 16.344 9.343 19.183 13.434 14.077 7.571 6.194 9.573 12.639 9.92 13.406 12.282 9.057 8.19 7.068 8.992 8.971 7.567 5.709 7.637 5.578 4.101 3.752 9.343 9.467 7.863 14.534 13.764 8.153 9.935 10.173 15.368 6.47 13.55 13.794 13.364 9.01 14.882 12.412 10.395 7.92 10.348 11.743 15.457 13.311 15.049 18.029 16.757 13.562 16.022 13.315 11.12 12.202 6.133 6.967 10.768 10.591 9.099 12.594 14.292 10.562 13.667 11.712 17.649 18.155 16.549 15.731 15.753 8.925 14.804 13.772 13.095 14.29 13.594 12.933 16.559 30.748 23.748 28.397 22.094 29.167 23.222 25.75 28.585 35.513 30.847 22.827 19.46 30.907 19.584 17.302 27.955 19.667 14.311 15.654 17.23 17.477 17.46 17.882 16.679 22.653 14.234 21.029 15.333 23.057 16.5 12.661 8.653 13.84 20.088 19.011 9.274 4.54 10.843 13.928 19.371 12.517 ;
31, 11.146 9.922 21.327 17.27 12.172 21.806 23.354 25.593 25.914 19.906 17.26 17 17.745 13.387 16.122 10.574 18.869 12.628 12.76 6.732 5.167 9.08 12.655 10.175 12.657 11.727 8.15 8.686 6.873 9.098 8.961 6.827 6.145 7.516 5.961 3.764 3.504 9.231 10.246 7.806 15.452 13.636 8.085 10.052 11.333 14.716 6.306 14.014 13.722 14.636 7.99 15.434 12.026 10.912 8.841 9.652 11.514 14.533 14.322 15.282 18.912 15.799 14.255 15.684 13.045 11.565 13.042 6.192 7.196 10.739 10.27 10.479 12.174 13.75 10.703 13.185 10.136 17.388 18.32 17.5 14.821 16.21 8.755 15.495 14.211 13.399 14.248 13.614 15.2 16.419 29.497 23.718 25.991 21.965 28.583 22.852 25.75 26.904 34.612 28.859 22.143 18.718 27.279 20.403 17.27 25.159 20.611 14.289 15.462 17.59 16.6 17.3 18.431 15.964 20.014 13.594 20.362 15.413 27.4 16.786 13.136 9.837 14.42 23.352 20 10.5 5.029 11.412 14.058 19.08 12.831 ;
32, 11.728 9.948 21.115 16.452 11.802 20.55 24.598 23.605 25 21.547 17.346 16.732 19.336 14.96 14.7 9.528 18.82 12.274 13.048 6.214 6.056 8.693 12.765 10 13.678 13.055 9.143 8.029 7.034 9.795 9.314 7.192 6.889 7.427 6.098 4.573 3.707 9.009 10.18 7.798 14.397 13.382 8.508 8.623 11.76 15.632 6.806 13.093 13.841 13.591 8.37 15.961 12.991 10.026 7.557 8.717 11.2 13.587 13.411 15.129 18.176 15.515 13.591 17.662 14.079 12.022 13.042 5.625 7.13 9.88 10.513 9.225 12 13.857 9.594 13.474 11.879 16.784 17.32 14.99 14.985 14.963 9.377 15.412 13.919 12.867 13.579 13.624 13.457 17.151 28.348 23.223 25.224 21.4 28.7 21.284 24.075 25.904 31.45 28.071 21.245 18.5 29 19.377 16.452 26.205 21.407 14.2 15.167 18.098 14.569 17.12 17.02 16.143 21.417 13.141 21.181 14 25 18.857 11.627 12.184 15.58 23.769 21.148 9.538 4.672 10.039 14.473 19.255 12.344 ;
33, 10.971 9.13 20.442 15.222 11.414 20.016 23.378 23.58 24.763 19.642 15.441 16.056 18.864 15.427 16.022 9.593 17.841 12.283 13.404 6.804 5.417 8.987 12.748 9.489 12.552 12.373 8.393 8.448 6.822 9.386 9.333 7.375 6.547 7.803 5.843 4.247 3.165 9.898 9.862 8.226 14.726 13.164 7.534 9.896 11.373 15.453 7.299 14.221 12.921 12.655 7.81 15.079 12.044 10.605 8.182 9.424 10.957 14.413 13.889 14.834 18.167 14.888 14.007 16.375 12.685 11.478 13.134 6.167 6.533 10.296 10.252 9.944 10.942 12.405 8.797 13.111 11.561 16.567 17.068 16.265 14.97 14.296 8.642 13.887 13.463 12.899 13.8 13.129 13.371 16.14 28.484 22.709 25.75 20.082 27.567 22.506 22.95 26.117 32.888 27.918 20.02 19.492 25.744 20.584 15.222 26.25 23.167 13.022 13.885 17.377 16.662 15.2 15.451 16.179 19.931 14.664 23.581 15.92 31.229 16.232 11.915 12.163 16.5 23.473 22.261 10.528 4.599 10.647 14.279 19.257 12.684 ;
34, 11.369 9.748 19.481 15.897 11.336 18.822 23.28 22.728 23.269 20.075 16.102 15.634 16.473 13.587 14.856 9.759 18.131 12.425 12.846 7.714 5.111 8.827 12.218 10.511 13.154 11.409 9 7.924 7.28 9.879 8.363 7.144 6.051 7.688 5.598 4.427 3.143 9.676 10.79 8.266 15.096 13.655 7.017 7.584 11.107 14.474 7.06 13.664 13.325 13.773 7.96 13.855 11.439 10.982 7.864 9.315 10.771 13.598 13.233 15.239 18.265 14.367 14.139 18.228 13.506 11.967 12.462 6.317 6.804 10.176 10.417 10.676 11.014 12.47 9.625 12.911 10.515 15.59 17.282 16.245 15.119 14.025 8.698 14.68 11.78 12.424 12.959 12.644 12.924 14.71 28.271 21.835 24.526 21.176 27.967 21.778 24.375 26.043 30.388 27.059 21.459 17.677 26.767 19.26 15.897 23.943 21.907 12.844 14.321 15.738 15.892 16.44 14.922 16.345 20.75 16.281 27.781 14 32.171 17.786 12.915 11.531 14.82 21.011 23.227 9.689 4.496 10.559 14.195 18.538 12.691 ;
35, 11.563 9.322 19.683 14.548 11.422 18.992 21.89 22.568 22.172 19.604 16.669 15.634 17 13.84 15.222 9.87 18.153 11.504 12.654 6.982 5.347 8.36 12.05 10.358 13.049 12.064 8.307 7.21 6.398 9.295 9.167 7.029 5.521 6.885 6.216 4.303 3.962 9.213 10.946 9.403 16.466 12.473 7.644 7.922 10.88 14.263 7.373 14.407 12.262 12.809 7.02 13.789 11.623 10.018 7.807 9.478 11.486 13.402 12.611 14.117 18.539 14.047 13.263 18.324 13.011 12.641 12.765 6.283 7.283 9.852 10.209 9.38 11.116 12.619 8.359 11.511 9.197 15.239 17.369 15.5 14.448 13.123 8.208 13.505 12.488 12.506 13.021 12.455 12.886 16.204 28.716 23.738 24.845 19.353 27.467 20.926 19.8 24.298 31.312 26.035 20.99 17.79 25.279 18.39 14.548 26.091 21.852 12.289 13.782 15.705 14.446 16.26 16.608 15.179 19.708 17.133 26.2 18.027 30.657 17.607 12.136 10.796 14.94 22.451 21.75 9.726 4.365 10.529 14.794 18.4 12.373 ;
36, 12.087 9.643 19.606 14.333 11.026 18.411 21.927 24.173 22.462 18.566 15.512 14.563 16.727 13.653 16.567 10.241 17.477 12.584 13.808 6.679 5.389 9.427 12.319 10.891 12.385 12.264 8.436 8.048 6.415 9.795 8.971 6.587 5.325 7.108 6.373 4.213 3.015 9.759 10.132 10.04 15.575 11.873 7.28 8.571 11.88 15.642 7.149 14.286 12.802 13.7 7.5 13.618 12.307 10.018 8.545 9.587 11.229 12.13 12.511 15.521 19.5 13.639 12.642 18.125 13.101 11.587 12.496 6.017 7.837 10.077 10.826 9.845 11.13 11.929 9.797 11.822 10.879 15.493 14.913 15.755 14.403 13.667 8.434 13.196 13.407 12.342 13.234 12.782 12.657 15.645 26.258 21.505 23.25 20.212 23.967 19.148 22.55 24.447 30.587 28.694 18.602 17.476 23 17.935 14.333 24.716 21.019 13.311 15.769 17.361 16.046 14.92 15.118 15.131 18.736 18.445 28.162 16.88 31.943 16.982 13.237 12.939 16.22 22.022 24.58 9.698 5.015 9.549 14.62 18.266 12.554 ;
37, 10.738 9.139 18.875 14.881 11.44 17.147 21.878 20.111 22.011 19.623 14.976 14.577 16.373 13.56 15.622 10.13 17.366 12.15 12.288 6.446 4.944 7.613 12.723 11.321 12.028 13.491 8.893 7.657 7.178 9.424 8.461 6.577 6.256 7.446 6.235 4.09 3.053 9.5 10.377 10.194 16.137 11.6 7.661 8.74 11.4 15.884 7.112 14.65 12.659 13.345 7.07 12.724 11.605 10.816 7.773 9.87 10.929 11.848 12 15.313 19.765 14.272 12.453 17.684 13.854 11.446 12.597 5.758 7.446 11.028 10.948 9.07 11.638 11.357 7.984 11.563 9.773 14.619 14.485 14.598 13.343 12.42 8.849 13.474 11.837 11.671 13.503 11.238 12.552 14.839 26.432 19.029 23.578 20.647 26.117 20.173 21.25 24.043 29.013 26.471 17.755 16.879 23.372 18.351 14.881 22.295 21.537 11.133 13.385 18.246 14.938 15.74 15.314 15.607 19.333 18.188 29.714 16.547 27.857 16.625 12 12.265 16.46 22.374 26.261 9.764 4.416 9.147 14.756 17.976 12.698 ;
38, 10.718 9.104 18.048 13.611 11.017 16.822 21.451 19.753 21.591 17.264 15.213 14.352 15.373 13.52 14.589 10.25 17.477 10.965 11.731 6.696 5.542 8.453 12.403 10.547 12.517 12.682 9.057 7.4 6.297 9.439 8.549 6.385 5.829 7.554 5.912 4.584 3.932 9.361 10.473 10.339 15.37 12.036 7.483 7.974 10.333 14.937 7.224 14.4 12.159 13.782 7.5 12.618 11.579 9.754 7.591 8.38 11.086 13.978 12.356 16.834 20.333 13.024 12.599 18.971 13.416 11.554 13.269 5.583 7.685 9.866 10.565 9.183 11.232 11.804 7.656 11.319 9.273 14.507 14.466 13.461 14.03 12.444 7.604 13.423 13.228 11.639 12.8 11.822 11.81 14.774 24.8 21.301 22.853 19.329 25.433 18.679 21.25 23.691 29.788 25.635 19.327 15.976 22.581 19.13 13.611 20.534 20.037 12.111 13.679 17.754 15.585 14.8 15.392 13.583 18.208 18.352 28.438 17.133 29.2 17.161 11.525 14.388 15.7 24.319 28.625 9.943 4.234 9.735 14.628 18.198 12.474 ;
39, 11 9.809 17.99 12.73 10.569 17.357 20.695 21.58 21.785 17.509 14.457 14.31 15.618 12.973 14.556 9.741 17.264 11.646 11.846 6.214 5.611 7.813 12.748 10.255 12.51 12.536 9.321 7.419 6.475 9.568 8.255 5.913 6.06 7.255 6.108 4.011 3.744 9.241 9.958 9.847 14.603 13.709 7.415 7.883 11.373 16.516 7.56 14.671 13.103 13.136 8.16 11.592 10.079 9.57 7.136 9.163 11.1 13.707 12.678 16.086 19.382 14.172 13.182 19.235 14.921 11.946 11.21 5.9 7.087 11.225 10.357 9.408 10.913 11.935 8.062 11.104 10.424 14.321 14.369 13.882 14.045 13.037 8.113 13.66 11.943 12.272 13.11 11.663 12.038 15.129 26.555 20.01 21.552 19.165 26.4 18.716 20.4 25.809 30.125 25.647 21.776 18.573 22.721 19.61 12.73 23.511 23.556 12.911 14.538 19.689 15.308 14.46 16.863 15.048 20.597 18.617 27.667 15.48 27.829 16.839 11.915 14.082 15.3 23.055 30.341 10.264 4.657 10.373 14.771 17.914 12.719 ;
40, 11.476 9.991 16.606 14.706 11.034 16.884 21.159 20.63 20.538 18.283 13.764 13.521 15.318 13.613 15.556 8.991 17.077 11.434 12.144 6.679 5.875 8.8 12.252 10.277 13.112 12.482 8.543 8.419 7.119 9.015 7.275 6.567 5.923 7.299 6.275 4.899 3.489 9.63 10.772 10.887 16.315 13.364 7.831 9.377 12.213 16.368 7.201 14.757 12.706 13.645 6.98 12.039 11.219 10.535 7.92 8.978 10.914 13.217 12.744 15.331 18.912 13.42 13.898 18.971 14.213 13.196 12.193 6.325 7.315 11.268 10.461 10.254 9.319 11.875 7.875 11.096 8.621 13.104 13.67 13.431 12.239 12.383 7.132 13.103 11.821 11.215 12.434 11.733 11.933 15.581 26.445 22 23.043 18.388 25.617 18.568 21.25 24.138 31.163 25.894 19.827 17.355 21.326 18.792 14.706 22.341 22.222 13.467 12.538 17.902 15.523 12.38 16.686 13.262 21.056 17.703 26.943 15.933 28.543 15.893 12.508 12.694 16.18 23.429 33.045 9.792 4.212 10.206 14.88 17.854 12.926 ;
41, 11.32 9.687 17.798 13.476 9.828 16.922 20.537 19.642 21.71 18.66 13.709 14.634 14.709 13.893 14.189 9.12 17.156 11.805 11.269 6.679 5.222 8.053 12.874 10.066 11.986 12.445 9.136 7.438 6.695 8.598 9.147 6.865 5.991 7.758 6.039 4.09 3.602 9.796 10.395 10.081 16.986 12.727 8.042 10.377 12.64 17.074 7.642 15.3 12.389 13.782 8.04 11.803 10.421 10.018 7.75 8.196 12.043 13.174 11.189 15.202 18.157 14.538 13.467 21.397 14.933 13.967 11.437 6.317 7.207 10.493 9.913 9.746 9.29 10.839 7.672 10.711 8.955 13.784 13.476 13.127 12.806 12.395 7.528 13.619 11.163 10.886 11.91 12.683 11.2 14.527 25.542 21.272 21 17.812 23.6 18.519 19.95 23.532 29.837 24.059 20.367 17.105 21.721 18.13 13.476 20.875 24.852 11.422 12.885 17.131 16.646 12.32 16.373 15.702 21.042 17.375 28.543 16.413 25 15.911 11.712 14.163 15.2 24.154 30.023 9.528 4.27 9.49 14.941 17.68 12.402 ;
42, 10.476 9.2 15.721 13.929 10.069 17.496 21.11 19.272 21.473 18.019 14.567 13.944 15.2 13.76 14.733 9.472 16.684 10.584 10.76 6.679 5.556 9.4 12.966 11.277 12.217 12.182 8.614 7.276 6.847 9 8.52 6.702 5.974 6.726 6.176 4.584 3.692 10.491 10.677 9.75 17.438 16.473 7.898 9.039 13.067 18.747 7.97 15.8 14.46 14.518 8.07 12.697 10.605 10.649 7.761 8.793 10.529 12.967 11.6 15.301 19.137 13.414 12.898 20.676 13.551 13.261 12.092 5.725 7.272 11.387 10.287 10.141 10.623 11.083 7.922 10.741 9.455 13.321 14.155 13.235 11.746 11.37 7.755 12.722 12.333 10.88 12.283 11.851 11.733 16.333 23.781 19.796 21.164 18.494 24.083 17.963 21.125 24.447 27.612 23.682 20.041 17.879 21.256 18.519 13.929 20.545 23.093 12 12.808 18.066 15.508 12.54 16.529 14.036 20.347 15.977 27.39 15.28 26.457 17.036 11.475 13.224 15.5 23.659 30 10.17 4.453 10.314 15.408 17.367 12.212 ;
43, 10.359 8.357 16.327 12.484 10.31 16.023 20.146 18.481 20.516 16.849 13.134 14.521 14.327 12.867 14.067 9.824 17.423 11.159 11.51 7.214 4.722 8.627 13.286 10.854 13 12.4 8.979 7.124 6.881 8.705 8.961 6.923 5.718 7.866 5.735 4.124 3.962 9.907 9.587 9.944 16.767 15.655 8.754 10.104 13.013 18.747 7.828 15.421 12.817 14.373 7.5 11.421 10.43 9.491 7.114 8.5 11.486 12.402 11.756 15.239 17.451 13.331 12.949 22.265 15.629 13.826 11.958 5.933 7.109 10.254 9.974 8.859 9.478 10.851 8.344 11.156 10.303 12.978 13.796 12.324 12.224 11.963 7.151 13.773 11.659 11.753 12 11.079 11.543 15.237 24.232 20.563 21.629 18.518 23.633 18.148 21.325 23.266 28.675 24.553 18.755 16.919 20.488 20.104 12.484 20.17 24.352 11.889 12.705 17.754 15.138 12.96 15.333 14.012 20.069 16.898 28.124 16.8 24.771 15.232 13.169 13.306 15.3 21.857 26.807 9.736 4.489 9.588 15.398 17.392 12.003 ;
44, 10.893 8.165 15.038 12.944 9.724 15.636 18.598 17.815 21.796 17.623 12.772 12.803 14.345 13.267 15.489 9.426 17.27 9.708 10.587 6.393 4.986 7.853 12.807 10.883 11.958 11.5 8.307 8.076 6.975 9.174 8.088 6.788 5.829 7.847 6.186 5.348 3.165 9.657 9.76 8.895 15.342 14.255 8.305 11.545 13.413 19.053 8.187 15.864 12.754 14.827 8.06 11.658 10.518 9.833 6.852 9.272 11.714 13.446 12.833 15.049 19.216 13.787 12.686 22.566 15.427 12.891 11.983 6.075 7.054 10.845 9.591 8.831 9.812 10.363 8.219 11.489 10.303 12.597 13.379 12.48 11.701 11.358 7.245 12.557 11.699 11.481 12.572 11.475 11.762 14.237 23.323 18.583 19.897 17.059 21.75 17.877 18 23.638 28 24.459 21 17.774 19.884 20.766 12.944 19.284 26.741 12.933 12.897 16.607 13.292 13.52 14.961 13.393 20.042 17.047 27.505 15.667 21.771 17.786 12.508 12.02 15.66 21.22 25.557 9.774 4.54 10.265 15.822 17.358 11.936 ;
45, 11.689 8.87 15.231 12.381 9.819 15.93 20.207 17.58 17.903 15.453 13.48 12.099 14.9 13.093 15.733 9.648 16.545 11.319 11.788 6.821 5.278 8.107 13.731 9.766 11.762 12.536 9.343 7.019 6.898 9.417 7.922 6.981 5.761 7.229 5.873 4 3.376 10.333 9.934 9.298 15.082 16.036 8.068 11.597 13.107 18.747 7.963 16.743 13.087 13.636 7.67 10.908 9.754 9.851 7.182 7.967 11.114 12.924 10.6 15.975 19.48 13.059 12.854 22.581 14.809 13.098 12.866 5.558 6.957 10.063 9.73 9.254 10.116 9.595 6.781 10.148 11.152 13.373 12.485 12.098 12.03 10.938 7.566 13.371 11.455 10.772 12.379 10.931 11.076 13.71 24.529 18.33 20.828 17.718 23.467 16.926 19.2 23.957 28.3 23.882 20.102 16.823 20.023 18.026 12.381 19.557 24.37 10.978 13.513 17.721 13.677 12.18 15.098 14.631 19.903 15.523 25.914 15.187 22.6 14.786 11.932 11.653 11.94 20.418 24.807 9.113 4.912 9.147 15.95 17.289 11.599 ;
46, 11.437 8.774 15.298 12.278 8.431 15.271 20.195 17.506 18.28 16.189 14.016 12.93 13.055 14.293 13.756 9.935 16.611 10.124 11.288 6.839 5.917 8.96 11.983 11.409 12.552 12.218 8.036 7.6 7.305 9.583 8.422 6.654 6.248 7.624 6.245 4.674 3.173 10.574 9.784 9.266 14.562 14.855 7.653 10.74 14.013 19.284 8.403 15.821 13.079 14.491 7.55 9.895 10.456 10.061 7.932 8.391 11.486 12.717 11.756 15.104 18.294 13.734 12.511 22.89 14.809 12.5 12.303 5.8 6.902 10.099 10.809 9.197 9.913 9.994 6.203 10.348 9.318 12.664 12.961 11.902 11.299 11.321 7.981 12.608 11.073 11.633 11.462 10.624 11.305 14.075 23.852 18.019 20.552 16.718 24.233 16.877 17.925 24.085 28.525 23.294 21.224 17.081 18.791 18.805 12.278 20.636 24.667 12.822 12.397 15.951 14.338 11.62 13.49 15.238 19.681 16.562 27.495 16.067 24.629 14.393 10.847 13.143 12.12 20.066 21.648 9.274 4.912 10.402 15.583 17.066 11.683 ;
